label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	231 m/s	1.2545	dog	ferret	Fabrice, Michael	1924	0.0001	pig	-183	400	2040	0.9999	841	346 mph
2	93 m/s	0.0761	guinea pig	ferret	Michael	28	-0.5758	pig	-117	855	1016	1.2117	-79	-95 mph
4	1656 m/s	0.8009	fish	guinea pig	Chris, Sam	-74	-0.0602	hamster	936	-776	1005	0.2207	1027	1161 mph
4	1576 m/s	0.9468	fish	fish	Sam	465	-0.6872	hamster	1150	1381	282	-0.2641	462	160 mph
1	1374 m/s	1.7481	rabbit	rat	Eriq	948	-1.2339	fish	787	168	1061	-1.5432	362	1759 mph
1	292 m/s	0.1761	rabbit	rat, fish	Tony	204	-0.4682	guinea pig	-163	1613	625	0.1238	2	-120 mph
1	548 m/s	1.3734	Rabbit	fish	Tony, Eriq	805	-0.3054	guinea pig	-639	1021	1028	-0.5464	-399	944 mph
3	-276 m/s	0.3178	hamster	hamster	Lise	1008	1.2742	FERRET	1277	46	1266	1.6286	1787	-87 mph
0	699 m/s	1.913	fish	rabbit	Reilly	1801	2.0998	dog	-1704	1081	-381	1.2656	-129	-546 mph
2	112 m/s	2.2127	Dog	None	MICHAEL, INAN	324	0.6532	pig	1655	877	1642	1.0536	-1216	-1094 mph
0	603 m/s	0.5753	reptile	rabbit	Reilly	173	0.9856	bird	556	1994	401	-1.457	1393	-301 mph
2	1688 m/s	0.4993	ferret	ferret	Tony	-870	2.601	pig	202	785	936	0.0996	?	431 mph
2	696 m/s	0.9593	chicken	FERRET	Fabrice, Michael	429	0.6294	pig	1146	NULL	1068	NULL	-20	252 mph
3	1977 m/s	0.064	hamster	bird	Lise	1379	1.2783	ferret	1090	322	749	1.4113	1122	1753 mph
0	1409 m/s	1.4286	pig	cat, dog, rabbit	Reilly	217	0.7717	pig	445	596	37	-0.1526		292 mph
1	-150 m/s	0.3744	reptile	fish	Tony	361	0.9168	rat	1988	1383	605	0.3885	1345	1401 mph
4	232 m/s	0.6999	fish	chicken	Chris	557	0.8725	hamster	350	-645	362	0.2832	506	633 mph
3	935 m/s	-0.8112	rat	hamster	Lise	-335	0.4697	rabbit	-1498	-715	837	-0.0284	-2212	113 mph
0	1089 m/s	0.258	rat	rabbit, reptile	Reilly	1153	0.1066	bird	131	-105	22	0.3124	1930	-774 mph
3	1572 m/s	0.0042	hamster	bird	Lise	763	-1.0229	rabbit	1809	809	708	0.013	552	822 mph
4	-145 m/s	1.2106	fish	guinea pig	Sam, Chris	-220	N/A	hamster	795	-1160	-436	2.4167	-569	-372 mph
3	-263 m/s	1.2495	rat	hamster	Lise	1562	1.1066	dog	1472	534	1173	1.1837	-82	1750 mph
0	1549 m/s	0.2513	pig	RABBIT, DOG, CAT	Reilly	941	0.3073	dog	455	1625	-370	0.7389	1824	2319 mph
4	309 m/s	-0.6055	fish	guinea pig	Vani	-227	0.9633	hamster	-196	581	1674	0.0438	1015	7 mph
3	385 m/s	-0.1613	ferret	hamster	Lise	1397	0.9916	fish	900	1306	141	1.7261	63	462 mph
1	570 m/s	0.9026	rabbit	pig, fish	Tony, Eriq	1824	-1.0206	bird	-262	133	-581	1.2601	192	1161 mph
3	-314 m/s	-0.2004	hamster	hamster	Lise	1235	-0.3164	ferret	553	-479	-670	-0.1886	521	2079 mph
3	905 m/s	-0.5616	bird	HAMSTER	Lise	-236	0.2477	rabbit	360	936	1253	None	2034	2245 mph
0	107 m/s	0.76	cat	reptile, dog, rabbit	Reilly	171	0.6096	BIRD	584	1090	1109	-0.2883	291	1196 mph
1	828 m/s	1.0601	reptile	rat	Andrew	1321	0.0511	rat	-342	1354	804	-1.5761	81	1901 mph
1	474 m/s	-0.218	rabbit	fish	Andrew, Eriq	2110	0.6277	cat	424	-132	2248	0.3038	1036	1062 mph
0	-828 m/s	1.7276	pig	rabbit, reptile, cat	Reilly	-162	0.9198	bird	439	143	46	-0.4676	190	-31 mph
4	936 m/s	0.0574	fish	chicken	Sam, Vani	586	0.9407	hamster	642	-88	430	0.9618	667	645 mph
3	520 m/s	1.813	fish	bird	Lise	643	0.0915	ferret	827	1180	334	-1.3853	1290	924 mph
3	1339 m/s	0.7965	bird	bird	Tony	35	1.1304	rabbit	567	-1694	663	0.5654	-922	1123 mph
1	169 m/s	1.1436	reptile	rat, fish	Eriq	1724	-0.0103	fish	1777	1181	406	-0.5742	154	215 mph
2	24 m/s	n/a	chicken	ferret	Michael	1452	-0.3049	pig	720	236	122	-0.9166	615	224 mph
0	1529 m/s	1.3718	pig	cat, rabbit	Reilly	-683	0.3455	dog	1236	-409	-287	0.1867	2236	391 mph
3	1412 m/s	0.2597	rat	bird	Lise	586	0.3346	ferret	1367	302	73	1.24	2381	446 mph
1	-13 m/s	-0.0506	rabbit	fish, rat	Eriq, Tony	-1070	1.4468	None	979	655	1693	1.8066	-801	1669 mph
0	1204 m/s	1.6726	cat	guinea pig	Reilly	-1035	0.9431	dog	429	967	415	0.6265	608	811 mph
1	635 m/s	1.784	rabbit	fish	Eriq, Tony	444	2.0008	guinea pig	113	938	157	1.7075	603	1333 mph
4	1630 m/s	1.3944	fish	guinea pig	Chris	-537	-0.5151	hamster	665	30	-913	-1.1718	1969	-177 mph
2	539 m/s	1.0083	CHICKEN	ferret	michael	-36	-0.4229	pig	604	-960	1733	0.0557	893	47 mph
3	392 m/s	0.3529	ferret	bird	Lise	615	0.1757	rabbit	1469	1395	127	-0.7257	-24	1343 mph
0	1043 m/s	1.0022	PIG	dog, reptile, cat	Reilly	444	2.261	pig	1629	1407	298	-0.2323	1811	1015 mph
0	508 m/s	1.2358	cat	dog, reptile	Reilly	-199	0.6734	dog	-180	200	393	0.7205	1486	336 mph
2	973 m/s	1.1319	guinea pig	ferret	Inan, Michael	1230	0.189	pig	1584	700	1419	0.3884	255	1101 mph
0	185 m/s	-0.8056	PIG	rabbit, dog	Reilly	454	1.4747	hamster	78	1093	-423	-0.1317	10	1670 mph
4	332 m/s	0.8936	fish		Sam, Vani	782	0.7778	hamster	360	-633	324	-1.1042	438	976 mph
4	470 m/s	-0.0688	guinea pig	chicken	Chris, Vani	329	-0.487	hamster	1840	-343	2004	-1.3449	270	923 mph
4	-401 m/s	0.4547	fish	pig, fish	Vani	-491	1.5347	hamster	682	-1032	1108	2.3664	1970	1244 mph
3	1704 m/s	-0.3452	rat	hamster	Lise	-466	-0.0952	rabbit	1132	1145	59	-0.7952	-527	968 mph
3	1973 m/s	0.4486	bird	bird	Lise	n/a	0.1689	ferret	1059	499	1382	1.2777	455	577 mph
0	534 m/s	1.1232	pig	reptile, cat	Reilly	-692	0.9223	chicken	231	1339	127	0.9074	809	2098 mph
1	-529 m/s	0.0817	reptile	pig	Andrew, Tony	74	-0.2667	reptile	821	151	1221	0.5913	817	520 mph
0	348 m/s	1.0911	cat	dog, rabbit	Reilly	-644	1.7954	dog	-664	144	1336	-1.9014	-23	613 mph
0	919 m/s	2.3655	hamster	dog, reptile, rabbit	Reilly	-385	0.128	dog	258	1260	-118	-0.4142	1109	424 mph
1	129 m/s	0.2784	ferret	rat	Eriq	642	0.1733	reptile	-338	-556	-178	0.2112	1240	1646 mph
0	539 m/s	?	pig	dog, reptile, cat	Reilly	-1225	0.0929	dog	661	730	-182	-0.3431	1055	-334 mph
4	None	0.3399	hamster	hamster	Sam, Chris	82	0.4696	hamster	1149	47	630	-0.7799	380	58 mph
4	571 m/s	2.3398	rabbit	chicken	Chris	758	2.2385	HAMSTER	171	180	160	-0.4593	-86	1047 mph
0	1469 m/s	1.2155	rat	reptile, cat	Reilly	332	-0.4071	dog	-1076	2027	51	2.0053	333	-45 mph
3	-131 m/s	0.3547	fish	hamster	Lise	707	1.2514	rabbit	1401	-1573	491	0.0619	-50	521 mph
1	1177 m/s	0.6228	reptile	pig, rat	Andrew	1340	0.6715	cat	367	448	2063	0.3186	-840	1740 mph
1	-893 m/s	-0.4949	reptile	fish, pig	Eriq	1048	0.3166	reptile	436	2653	1178	-0.3409	2206	2571 mph
0	1535 m/s	0.5315	cat	reptile, dog, cat	Reilly	1218	0.0118	bird	532	1713	-426	0.0873	-847	962 mph
3	1031 m/s	0.1807	rat	bird	Lise	279	0.301	ferret	1985	486	974	0.599	-1010	-737 mph
3	1764 m/s	0.2288	hamster	hamster	Michael	368	0.4853	ferret	370	1172	673	0.8453	1979	73 mph
1	NULL	1.1338	reptile	fish	Tony, Andrew	262	0.483	reptile	676	361	15	-0.2837	815	-440 mph
4	1058 m/s	-0.9287	guinea pig	chicken	Vani, Sam	344	-0.2499	hamster	813	-2273		0.9609	2305	1170 mph
0	187 m/s	0.3432	pig	cat, dog	Reilly	596	-0.2238	dog	115	571	437	0.6486	2571	1086 mph
3	983 m/s	0.3192	rat	bird	Lise	125	2.1697	ferret	381	577	660	-1.0189	429	1936 mph
4	390 m/s	0.3796	fish	chicken	Vani	-181	0.1037	hamster	583	1017	927	0.1036	101	283 mph
3	1356 m/s	0.0328	ferret	bird	Lise	300	0.1265	rabbit	344	12	None	0.1229	290	1447 mph
1	868 m/s	2.1152	rabbit	PIG, RAT	Tony, Andrew	738	0.6165	chicken	921	1096	1341	0.1826	934	1146 mph
1	208 m/s	2.3516	rabbit	pig, fish	Andrew, Eriq	-998	0.4504	hamster	309	824	662	1.5317	196	1343 mph
4	681 m/s	0.9521	fish	chicken	Vani	85	0.6599	dog	-469	-1001	-954	1.0652	205	2214 mph
0	364 m/s	1.3267	cat	reptile, rabbit	Reilly	637	-0.4121	bird	1301	-50	212	-0.5534	2204	-262 mph
2	198 m/s	-0.1011	CHICKEN	ferret	Inan	41	1.0705	pig	1604	2557	1359	0.4481	-988	1077 mph
3	1235 m/s	-0.0032	rat	bird	Lise	539	1.7912	rabbit	-322	-942	-212	1.2874	-190	1649 mph
1	-317 m/s	-0.2043	reptile	fish	Andrew, Tony	1527	-0.7687	rat	-1363	907	-67	-0.4577	116	1103 mph
1	1103 m/s	0.1267	rabbit	rat, pig	Andrew	596	0.6605	reptile	962	-310	1306	1.0389	444	27 mph
3	2725 m/s	-0.7742	ferret	bird	Lise	191	0.0694	hamster	1274	-858	-25	0.9151	-426	1395 mph
3	2295 m/s	1.1649	bird	hamster	Lise	119	-0.7121	rabbit	2316	1775	-148	0.6088	282	523 mph
0	1230 m/s	-0.0562	cat	rabbit, dog	Reilly	47	0.4079		1306	317	-202	-0.3694	630	401 mph
1	1097 m/s	0.4988	rabbit	fish	Andrew	945	0.0416	fish	-615	1592	1093	-0.0151	-909	1063 mph
3	602 m/s	0.301	bird	bird	Lise	805	3.323	ferret	918	919	-176	1.1804	342	499 mph
2	612 m/s	0.6813	dog	ferret	Inan, Michael	-225	0.0901	pig	789	1427	1506	0.6572	771	601 mph
3	728 m/s	0.4128	hamster	bird	Lise	1119	0.0172	ferret	-70	664	-84	0.9074	228	22 mph
2	484 m/s	-0.3681	dog	ferret	Fabrice, Michael	1107	0.5156	pig	-293	1527	-150	-0.9174	-234	215 mph
3	206 m/s	2.429	ferret	bird	Lise	396	0.5674	ferret	919	804	1252	1.0864	-372	1323 mph
1	1462 m/s	2.1063	rabbit	pig, rat	Andrew, Eriq	1609	0.7003	hamster	1015	901	1119	-0.6412	371	965 mph
1	883 m/s	1.1548	reptile	None	Lise	2054	-0.6606	cat	385	973	-191	0.0159	-732	94 mph
3	831 m/s	-0.6093	rat	hamster	Lise	1982	0.3492	pig	1567	826	289	-0.7314	1170	487 mph
4	1391 m/s	0.8836	fish	CHICKEN	Vani, Chris	-983	0.7105	hamster	2276	-344	14	0.1927	1584	2068 mph
0	1392 m/s	1.3299	pig	fish, pig	Reilly	2395	0.6399	bird	1050	1152	156	0.7226	2298	1036 mph
3	1259 m/s	-0.4077	guinea pig	bird	Lise	626	-0.4714	Ferret	1289	-1028	411	-0.6065	592	1409 mph
1	1205 m/s	-0.3156	rabbit	pig, rat	Eriq	-517	-0.1277	fish	603	1049	1266	-0.5193	-328	150 mph
0	1747 m/s	0.2932	pig	rabbit, cat, reptile	Reilly	-1159	-0.9534	dog	107	689	1264	2.148	2638	1781 mph
2	741 m/s	1.5435	chicken	ferret	Michael	35	1.3699	pig	3	104	2406	0.3815	-817	n/a
1	-560 m/s	1.0114	reptile	rat	Andrew, Eriq	-486	-0.3484	reptile	968	-77	1530	0.2337	-619	211 mph
0	-94 m/s	-0.4919	dog	rabbit	Reilly	110	0.2904	dog	294	842	357	2.0568	3377	2032 mph
0	1422 m/s	0.9504	cat	cat, dog, rabbit	Reilly	116	0.8316	DOG	331	848	-737	0.5632	1016	224 mph
4	326 m/s	None	reptile	guinea pig	Sam, Chris	-535	0.868	hamster	1035	329	-408	0.2719	-993	525 mph
4	1789 m/s	1.0755	fish	chicken	Sam, Chris	-484	?	hamster	1451	n/a	627	0.7735	2083	642 mph
3	1293 m/s	2.2282	ferret	bird	Lise	1224	0.3314	rabbit	318	-787	438	1.922	-2	-475 mph
0	298 m/s	0.865	pig	dog, cat	Reilly	-48	None	bird	1345	455	87	-1.3416	915	716 mph
3	350 m/s	0.5471	ferret	BIRD	Lise	222	0.4939	ferret	1350	-765	-295	-0.7837	335	377 mph
2	1031 m/s	1.2484	dog	ferret	Michael, Inan	297	1.4365	pig	-882	2567	-595	0.4859	-887	-982 mph
2	1527 m/s	1.8996	DOG	ferret	Inan	-137	0.0655	hamster	1845	1376	1703	-0.8633	132	486 mph
3	1315 m/s	-0.1575	rat	bird	Lise	359	0.7509	ferret	548	1200	713	0.4559	-407	1293 mph
3	1075 m/s	0.3023	bird	hamster	Lise	-594	1.3044	rabbit	945	609	1475	-0.3306	1808	623 mph
2	2225 m/s	1.2854	dog	ferret	Michael	1089	0.6862	pig	-125	-1115	680	0.4888	644	165 mph
2	625 m/s	1.1882	dog	ferret	Michael, Fabrice	1979	1.2503	Pig	-29	2401	1983	1.288	263	-602 mph
2	986 m/s	1.5261	chicken	ferret	Inan, Fabrice	24	0.0926	pig	-325	920	546	0.6206	-745	181 mph
2	1319 m/s	0.7412	chicken	ferret	Inan, Fabrice	1453	-0.2887	pig	287	1110	595	1.1177	992	-766 mph
2	740 m/s	-1.4007	guinea pig	ferret	Michael	1488	1.2075	pig	1440	955	2390	0.9009	-381	1602 mph
2	1077 m/s	0.9353	guinea pig	ferret	Michael, Inan	1215	0.7092	pig	1513	-1193	1513	-0.9351	841	370 mph
4	-338 m/s	1.2667	reptile	chicken	Vani	1395	0.4185	hamster	307	-688	-534	0.1504	385	386 mph
2	565 m/s	0.9211	chicken	ferret	Inan	-540	-0.224	pig	1633	-72	555	-0.2941	-248	537 mph
3	1473 m/s	-0.0101	bird	bird	Lise	146	0.5174	pig	317	177	253	3.1439	2190	1047 mph
2	1483 m/s	0.5605	chicken	ferret	Fabrice	695	-0.1896	pig	704	291	316	-0.2595	-1953	699 mph
3	519 m/s	-0.0748	fish	bird	Lise	1280	0.598	ferret	234	145	757	-0.1367	99	574 mph
2	2302 m/s	2.3618	dog	ferret	Fabrice	-1170	0.5809	pig	786	1100	405	-0.1204	-34	239 mph
3	2079 m/s	-0.0522	rat	rat	Lise	589	0.2031	ferret	466	-354	127	0.3831	1105	1380 mph
3	748 m/s	0.059	ferret	hamster	Lise		0.4466	ferret	1155	1001	-525	-0.3037	1145	2792 mph
2	-32 m/s	0.5121	fish	ferret	Michael, Inan	980	0.0112	pig	-283	1168	-386	1.1002	1030	289 mph
1	751 m/s	0.9669	rabbit	pig	Eriq	-192	0.71	reptile	408	1257	1197	-0.6906	-89	430 mph
0	220 m/s	1.5831	pig	dog	Reilly	659	1.0348	bird	1403	1907	1436	-0.0847	1099	640 mph
3	661 m/s	0.1187	rat	bird	REILLY	485	-0.1243	dog	483	648	890	0.5338	-1509	380 mph
0	-223 m/s	0.8466	cat	cat, rabbit	Reilly	-134	1.1465	bird	423	-962	334	0.1306	1529	457 mph
1	929 m/s	1.6058	reptile	fish, pig	Eriq, Andrew	2230	0.6334	guinea pig	-636	2067	2234	-1.4214	2057	1109 mph
2	-631 m/s	0.2458	guinea pig	ferret	Inan, Michael	1940	0.2422	pig	1561	1708	1316	1.1534	-745	126 mph
1	400 m/s	1.0287	rabbit	pig	Andrew	486	-0.1849	rat	479	2025	585	-0.7115	793	262 mph
0	509 m/s	0.5417	cat	reptile, rabbit	Reilly	-125	-0.3325	DOG	1114	2194	430	1.2214	1171	783 mph
3	1444 m/s	-1.766	Bird	bird	Lise	887	-0.7355	rabbit	965	-391	1010	-0.0529	-890	648 mph
0	1271 m/s	0.3289	cat	dog	Reilly	494	1.8508	bird	-553	492	1328	1.1695	-476	658 mph
3	-231 m/s	0.163	rat	bird	Lise	1304	1.1613	rabbit	-274	405	657	-0.085	632	1303 mph
3	896 m/s	1.6492	ferret	fish, pig	Lise	-357	1.0125	ferret	229	-677	253	0.3114	1506	1269 mph
2	742 m/s	0.2261	guinea pig	ferret	Reilly	450	0.9667	pig	186	967	172	1.2108	1015	-950 mph
4	-176 m/s	1.4054	fish	chicken	Vani, Sam	-1008	0.8883	hamster	678	-641	5	0.6469	203	442 mph
4	62 m/s	1.3845	fish	CHICKEN	Sam, Vani	-871	?	hamster	1250	-1577	-13	0.3579	1614	938 mph
1	599 m/s	1.245	rabbit	CHICKEN	Eriq, Tony	-1010	-0.1087	reptile	2031	465	1235	0.0103	1634	1812 mph
3	1236 m/s	0.21	hamster	bird	Lise	991	1.0533	ferret	6	160	-315	-0.4094	86	51 mph
1	-430 m/s	1.5232	rabbit	fish	Tony, Andrew	1382	-1.1379	cat	-208	557	1748	-0.5869	-662	-261 mph
4	-440 m/s	0.8074	fish	Guinea Pig	Chris, Vani	1696	1.2712	hamster	951	2191	-12	-0.4402	-161	1073 mph
4	-188 m/s	1.2074	hamster	guinea pig	Vani	-619	2.1345	hamster	-458	-443	-21	-0.0696	1138	1159 mph
2	160 m/s	0.3748	chicken	ferret	Michael	-525	0.6727	pig	815	1969	1692	0.3496	1439	362 mph
4	250 m/s	1.266	rabbit	chicken	Vani, Sam	584	-0.4766	hamster	1829	-780	-613	1.51	2149	1290 mph
2	941 m/s	1.3109	chicken	ferret	Michael, Inan	-336	-1.5856	pig	426	1396	418	0.7554	-120	-266 mph
0	697 m/s	1.6045	cat	cat	Reilly	1516	1.7083	pig	178	578	-99	-0.6374	1120	1490 mph
1	349 m/s	-0.1942	rabbit	pig	Andrew	999	1.0463	reptile	159	1125	1113	0.296	-1192	141 mph
0	1255 m/s	1.0253	reptile	cat, rabbit, reptile	Reilly	239	0.1805	dog	422	589	290	2.3663	325	1490 mph
1	-674 m/s	0.9823	reptile	fish	Tony, Eriq	664	?	chicken	1458	1176	1133	-0.9508	-264	1648 mph
0	-269 m/s	-0.822	pig	cat	Reilly	512	1.6406	dog	1008	1422	205	-0.7095	1343	-93 mph
3	1332 m/s	2.0099	ferret	hamster	Lise	516	1.2627	ferret	1429	-568	837	0.5081	1009	-203 mph
0	-577 m/s	0.415	pig	dog, cat	Reilly	-89	2.1696	bird	-372	312	-943	1.6335	-1174	650 mph
2	650 m/s	0.7501	reptile	ferret	Michael	818	0.3336	pig	-24	1340	-148	0.3047	1023	24 mph
0	1450 m/s	0.8069	pig	reptile	Reilly	493	-0.3816	dog	-289	352	-110	-0.3843	1081	730 mph
4	-8 m/s	0.8771	fish	chicken	Vani	581	0.3662	hamster	1217	359	234	1.614	150	906 mph
4	1249 m/s	0.2956	dog	guinea pig	Sam	714	1.3688	hamster	2597	1092	642	-0.8259	1676	374 mph
2	1118 m/s	0.7847	guinea pig	ferret	Inan	489	0.0289	pig	1515	708	2813	-0.2286	908	1733 mph
1	-249 m/s	0.3394	dog	pig	Eriq	81	-0.2571	cat	2134	786	-388	-0.4257	368	-588 mph
0	1162 m/s	1.5148	PIG	dog, cat	Reilly	272	0.7469	bird	1511	1487	-12	1.1167	2341	1205 mph
4	-218 m/s	0.1324	fish	chicken	Sam, Chris	-77	0.4158	bird	1115	981	261	0.8809	2328	1055 mph
2	659 m/s	1.4543	dog	cat	Fabrice, Michael	-7	1.7807	pig	-610	1578	-73	0.0449	1433	-996 mph
4	-351 m/s	0.1989	fish	guinea pig	Chris	178	0.0286	hamster	-735	-199	274	-0.6725	1874	1773 mph
0	880 m/s	-0.6233	cat	dog, cat, reptile	Reilly	-1115	0.3392	dog	352	475	702	0.8376	1124	76 mph
4	1628 m/s	0.7935	fish	chicken	Vani	604	2.1888	hamster	49	-1949	42	1.3462	1053	1278 mph
4	597 m/s	-0.1143	fish	guinea pig	Sam, Chris	-221	0.8741	HAMSTER	1167	-730	-46	1.0003	1468	1119 mph
2	911 m/s	1.8495	DOG	ferret	Inan	1167	0.6412	ferret	2097	2421	1007	-0.2947	917	299 mph
1	783 m/s	1.9069	reptile	rat, pig	Eriq, Andrew	1551	0.8199	chicken	905	1460	720	0.2405	-328	559 mph
1	765 m/s	0.5427	ferret	pig, fish	Eriq, Tony	163	-0.5681	reptile	-169	383	958	-0.2625	-578	1106 mph
2	1654 m/s	-0.498	guinea pig	ferret	Eriq	395	0.4502	ferret	-1187	378	861	0.1499	n/a	307 mph
0	-472 m/s	0.6475	pig	reptile	Inan	-982	1.0136	dog	-8	1513	1060	-0.1574	633	264 mph
1	638 m/s	1.8237	pig	pig	Tony, Eriq	1655	-0.5592	guinea pig	-326	1283	943	-0.9308	-1393	202 mph
1	99 m/s	2.2488	rabbit	rat	Tony	687	0.6515	guinea pig	36	-222	1144	0.1885	0	71 mph
4	-372 m/s	1.3171	fish	guinea pig	Andrew, Eriq	721	0.8558	hamster	455	-706	590	1.5697	1966	560 mph
1	-67 m/s	0.5089	REPTILE	rat	Eriq	1008	-0.3031	hamster	995	1809	920	0.2369	1071	1354 mph
3	1134 m/s	-0.6382	hamster	hamster	Lise	-463	-0.3029	rabbit	1360	886	1318	0.1895	301	-49 mph
4	1501 m/s	0.648	fish	guinea pig	Chris	718	2.0209	hamster	-564	1463	1393	-0.4963	159	879 mph
2	-159 m/s	0.1723	chicken	ferret	Inan	N/A	0.2493	pig	632	13	-113	0.7018	1702	1046 mph
2	2061 m/s	-0.2322	chicken	ferret	Michael, Inan	75	1.2282	pig	686	829	2467	0.1908	1112	1109 mph
0	-17 m/s	1.0448	N/A	CHICKEN	Reilly	-104	0.5059	dog	-447	2253	871	0.4983	1207	640 mph
0	-605 m/s	1.1715	pig	CAT, RABBIT	Reilly	643	-0.4148	dog	1007	1572	-599	0.3346	840	741 mph
2	1300 m/s	0.4291	dog	dog, reptile, cat	Fabrice	628	1.0999	pig	246	2061	254	1.134	75	-96 mph
0	1030 m/s	1.1199	cat	dog	Reilly	1155	1.2754	dog	713	466	576	0.3597	-440	1459 mph
1	975 m/s	0.9423	n/a	rat	Tony	680	2.1519	pig	-197	563	711	0.8414	-281	851 mph
4	572 m/s	1.1027	fish	chicken	Fabrice	-209	-0.1139	hamster	-439	359	591	0.0408	1043	1120 mph
4	447 m/s	2.3454	fish	guinea pig	Sam	145	1.1594	hamster	381	22	614	-1.2189	947	294 mph
4	708 m/s	0.5862	fish	guinea pig	Vani, Chris	-19	0.694	hamster	2252	914	763	0.3456	1875	2005 mph
0	290 m/s	1.255	pig	reptile	Reilly	237	0.8123	bird	717	114	-1414	-1.1172	1382	-296 mph
2	960 m/s	0.1564	chicken	ferret	Michael, Inan	1109	0.6639	PIG	219	-586	1529	0.5436	-1171	-166 mph
4	595 m/s	1.2942	fish	guinea pig	Vani, Chris	430	0.2467	hamster	170	871	-284	0.949	2179	1085 mph
1	-968 m/s	0.9906	ferret	fish, rat	Tony, Eriq	19	-0.3528	reptile	140	869	-1	0.767	1319	1095 mph
0	68 m/s	1.5321	cat	dog	Reilly	797	0.2973	bird	-85	?	658	None	1295	-297 mph
0	1839 m/s	1.0042	pig	N/A	Reilly	311	0.2698	dog	1449	-2675	283	1.3192	-12	360 mph
1	1184 m/s	-0.0167	RABBIT	pig	Eriq, Tony	285	-0.8302	fish	857	-550	1647	0.3562	-175	1124 mph
0	-242 m/s	0.3904	pig	reptile, cat	Reilly	-7	0.4594	bird	453	2396	-446	0.6094	-709	1646 mph
4	984 m/s	1.0351	fish	chicken	Chris, Sam	420	1.1595	hamster	1275	13	-183	-1.0519	-325	1390 mph
4	739 m/s	-0.1113	fish	guinea pig	Chris, Vani	-347	0.5693	rabbit	965	-1329	1110	0.5273	-1024	-38 mph
4	1433 m/s	1.5642	fish	guinea pig	Chris, Vani	-624	-0.8212	hamster	1016	-3	58	1.4946	790	1947 mph
3	772 m/s	0.3618	rat	hamster	Lise	-598	1.5855	rabbit	-443	-928	331	1.262	739	-1 mph
4	1643 m/s	1.16	ferret	chicken	Chris	420	2.098	hamster	1578	14	-1002	1.1154	-1	1477 mph
1	715 m/s	0.4674	rabbit	rat	Inan	1210	-0.2264	reptile	459	2411	2041	0.5966	-738	754 mph
3	755 m/s	1.4891	fish	bird	Lise	982	0.7823	rabbit	-335	133	378	0.5008	421	385 mph
3	1383 m/s	1.5531	hamster	bird	Lise	758	0.8372	rabbit	554	585	-159	0.9966	42	862 mph
2	649 m/s	1.9069	guinea pig	ferret	Michael, Inan	409	-0.2833	pig	1202	2511	591	0.2013	268	1050 mph
1	-537 m/s	1.1595	reptile	ferret	aNDREW	1108	-0.3312	reptile	-171	430	2176	-1.4801	-570	1488 mph
1	583 m/s	2.525	rabbit	rat	Andrew, Tony	989	0.9948	fish	1173	919	940	0.1071	-1528	1016 mph
2	1561 m/s	1.5097	pig	ferret	Inan, Fabrice	-227	1.4665	pig	495	948	1356	1.2615	-608	306 mph
0	741 m/s	1.7008	chicken	ferret	Reilly	1866	0.9626	bird	963	1894	-748	1.0785	1177	1898 mph
4	1415 m/s	0.8265	fish	chicken	Sam	30	-1.4249	hamster	1070	-154	517	0.3462	-152	-7 mph
4	-173 m/s	0.1933	fish	guinea pig	Chris	55	0.6482	hamster	1652	168	524	-0.1992	888	720 mph
3	502 m/s	-0.7321	bird	hamster	Lise	-67	1.4414	hamster	936	1544	-44	2.3721	-749	1698 mph
1	292 m/s	0.5483	None	fish	Reilly	563	-0.1647	RABBIT	59	214	-122	1.2545	-1088	567 mph
3	1238 m/s	1.7864	ferret	bird	Lise	853	1.8742	ferret	-510	-725	125	0.1268	1255	115 mph
0		0.5453	pig	cat, reptile	Reilly	-608	1.5199	bird	-17	885	622	0.7513	201	391 mph
2	2349 m/s	1.0709	dog	ferret	Inan	530	-0.4524	pig	-316	1212	1208	-0.2374	1972	850 mph
1	28 m/s	1.5112	rabbit	pig	Andrew, Tony	-117	0.1621	rat	450	215	1104	-0.0089	-484	-97 mph
2	175 m/s	0.4296	dog	ferret	Michael	789	0.4614	pig	719	1870	1453	1.6232	-1008	-1262 mph
2	2239 m/s	-0.0892	guinea pig	fish, pig	Inan	1130	1.4412	pig	1159	980	1547	-0.8882	-914	-494 mph
3	-78 m/s	0.7426	guinea pig	bird	Lise	483	-0.2116	rabbit	196	622	295	-0.966	447	-41 mph
0	-267 m/s	0.5397	pig	reptile, rabbit	Andrew, Eriq	343	0.8587	bird	234	-385	945	-0.2838	1622	534 mph
2	807 m/s	1.8911	guinea pig	ferret	Reilly	482	1.1791	pig	1089	513	1246	1.7579	399	817 mph
3	1005 m/s	0.3975	rat	bird	Lise	1204	2.4269	ferret	136	1561	790	1.0357	745	937 mph
2	1010 m/s	0.9813	DOG	dog	Fabrice, Inan	-139	-0.0174	pig	861	1521	1424	0.1109	1104	835 mph
2	1161 m/s	0.7426	guinea pig	ferret	Fabrice, Michael	-856	-0.2079	pig	195	-138	3	0.854	-1536	358 mph
0	861 m/s	-0.3597	cat	reptile	Reilly	941	1.5754	dog	-191	951	754	-0.5076	2788	2295 mph
